,sample,label
83,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-YF-AA3M-01A-11D-A42F-05.gdc_hg38.txt,Bladder
84,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-DK-AA75-01A-11D-A392-05.gdc_hg38.txt,Bladder
85,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-A9SW-01A-11D-A42F-05.gdc_hg38.txt,Bladder
86,jhu-usc.edu_BLCA.HumanMethylation450.15.lvl-3.TCGA-K4-A5RI-01A-11D-A28N-05.gdc_hg38.txt,Bladder
87,jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-FD-A3SL-01A-21D-A231-05.gdc_hg38.txt,Bladder
88,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-E7-A97P-01A-11D-A38H-05.gdc_hg38.txt,Bladder
89,jhu-usc.edu_BLCA.HumanMethylation450.8.lvl-3.TCGA-GV-A3JW-01A-11D-A211-05.gdc_hg38.txt,Bladder
90,jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-CU-A3YL-01A-11D-A231-05.gdc_hg38.txt,Bladder
91,jhu-usc.edu_BLCA.HumanMethylation450.11.lvl-3.TCGA-GV-A3JV-01A-11D-A223-05.gdc_hg38.txt,Bladder
92,jhu-usc.edu_BLCA.HumanMethylation450.1.lvl-3.TCGA-CU-A0YO-01A-11D-A10W-05.gdc_hg38.txt,Bladder
93,jhu-usc.edu_BLCA.HumanMethylation450.10.lvl-3.TCGA-DK-A3IK-01A-32D-A21B-05.gdc_hg38.txt,Bladder
94,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-DK-AA6T-01A-11D-A392-05.gdc_hg38.txt,Bladder
95,jhu-usc.edu_BLCA.HumanMethylation450.20.lvl-3.TCGA-GU-A764-01A-11D-A34V-05.gdc_hg38.txt,Bladder
96,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-ZF-AA51-01A-21D-A392-05.gdc_hg38.txt,Bladder
97,jhu-usc.edu_BLCA.HumanMethylation450.15.lvl-3.TCGA-E7-A5KE-01A-11D-A28N-05.gdc_hg38.txt,Bladder
98,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-XF-A8HI-01A-11D-A38H-05.gdc_hg38.txt,Bladder
99,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-XF-A9T4-01A-11D-A392-05.gdc_hg38.txt,Bladder
100,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-4Z-AA7M-01A-11D-A392-05.gdc_hg38.txt,Bladder
101,jhu-usc.edu_BLCA.HumanMethylation450.15.lvl-3.TCGA-K4-A5RJ-01A-11D-A28N-05.gdc_hg38.txt,Bladder
102,jhu-usc.edu_BLCA.HumanMethylation450.10.lvl-3.TCGA-CF-A3MF-01A-12D-A21B-05.gdc_hg38.txt,Bladder
103,jhu-usc.edu_BLCA.HumanMethylation450.11.lvl-3.TCGA-GV-A3QI-01A-11D-A223-05.gdc_hg38.txt,Bladder
104,jhu-usc.edu_BLCA.HumanMethylation450.17.lvl-3.TCGA-DK-A6B5-01A-11D-A31M-05.gdc_hg38.txt,Bladder
105,jhu-usc.edu_BLCA.HumanMethylation450.23.lvl-3.TCGA-XF-A8HC-01A-11D-A365-05.gdc_hg38.txt,Bladder
106,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-YC-A9TC-01A-22D-A392-05.gdc_hg38.txt,Bladder
107,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-E7-A97Q-01A-11D-A38H-05.gdc_hg38.txt,Bladder
108,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-4Z-AA7N-01A-11D-A392-05.gdc_hg38.txt,Bladder
109,jhu-usc.edu_BLCA.HumanMethylation450.10.lvl-3.TCGA-GV-A3JZ-01A-11D-A21B-05.gdc_hg38.txt,Bladder
110,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-4Z-AA84-01A-11D-A392-05.gdc_hg38.txt,Bladder
111,jhu-usc.edu_BLCA.HumanMethylation450.12.lvl-3.TCGA-DK-A3WW-01A-22D-A23O-05.gdc_hg38.txt,Bladder
112,jhu-usc.edu_BLCA.HumanMethylation450.6.lvl-3.TCGA-DK-A2I6-01A-12D-A18G-05.gdc_hg38.txt,Bladder
113,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-AAN1-01A-31D-A42F-05.gdc_hg38.txt,Bladder
114,jhu-usc.edu_BLCA.HumanMethylation450.12.lvl-3.TCGA-GV-A3QK-01B-11D-A23O-05.gdc_hg38.txt,Bladder
115,jhu-usc.edu_BLCA.HumanMethylation450.16.lvl-3.TCGA-FD-A62O-01A-11D-A30F-05.gdc_hg38.txt,Bladder
116,jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-K4-A3WS-01A-11D-A231-05.gdc_hg38.txt,Bladder
117,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-DK-AA6S-01A-21D-A392-05.gdc_hg38.txt,Bladder
118,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-AAMQ-01A-11D-A42F-05.gdc_hg38.txt,Bladder
119,jhu-usc.edu_BLCA.HumanMethylation450.14.lvl-3.TCGA-FD-A5BS-01A-21D-A26N-05.gdc_hg38.txt,Bladder
120,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-ZF-A9RN-01A-11D-A42F-05.gdc_hg38.txt,Bladder
121,jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-GV-A3QF-01A-31D-A231-05.gdc_hg38.txt,Bladder
122,jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-E7-A7DV-01A-11D-A33I-05.gdc_hg38.txt,Bladder
123,jhu-usc.edu_BLCA.HumanMethylation450.8.lvl-3.TCGA-FD-A3B7-01A-31D-A211-05.gdc_hg38.txt,Bladder
124,jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-FD-A3SS-01A-12D-A231-05.gdc_hg38.txt,Bladder
125,jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-FD-A6TD-01A-51D-A33I-05.gdc_hg38.txt,Bladder
126,jhu-usc.edu_BLCA.HumanMethylation450.2.lvl-3.TCGA-DK-A1AE-01A-11D-A13Z-05.gdc_hg38.txt,Bladder
127,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-ZF-A9R9-01A-11D-A38H-05.gdc_hg38.txt,Bladder
128,jhu-usc.edu_BLCA.HumanMethylation450.10.lvl-3.TCGA-DK-A3IS-01A-21D-A21B-05.gdc_hg38.txt,Bladder
129,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-ZF-AA56-01A-31D-A392-05.gdc_hg38.txt,Bladder
130,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-GU-AATO-01A-11D-A392-05.gdc_hg38.txt,Bladder
131,jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-FD-A3SO-01A-11D-A231-05.gdc_hg38.txt,Bladder
132,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-GU-AATQ-01A-11D-A392-05.gdc_hg38.txt,Bladder
133,jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-UY-A78O-01A-12D-A33I-05.gdc_hg38.txt,Bladder
134,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-A9SY-01A-21D-A42F-05.gdc_hg38.txt,Bladder
135,jhu-usc.edu_BLCA.HumanMethylation450.17.lvl-3.TCGA-E5-A4U1-01A-11D-A31M-05.gdc_hg38.txt,Bladder
136,jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-GU-A762-01A-11D-A33I-05.gdc_hg38.txt,Bladder
137,jhu-usc.edu_BLCA.HumanMethylation450.12.lvl-3.TCGA-GV-A40G-01A-11D-A23O-05.gdc_hg38.txt,Bladder
138,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-ZF-AA5H-01A-11D-A392-05.gdc_hg38.txt,Bladder
139,jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-FD-A3SM-01A-11D-A231-05.gdc_hg38.txt,Bladder
140,jhu-usc.edu_BLCA.HumanMethylation450.16.lvl-3.TCGA-BL-A5ZZ-01A-31D-A30F-05.gdc_hg38.txt,Bladder
141,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-2F-A9KO-01A-11D-A38H-05.gdc_hg38.txt,Bladder
142,jhu-usc.edu_BLCA.HumanMethylation450.1.lvl-3.TCGA-C4-A0F1-01A-11D-A10W-05.gdc_hg38.txt,Bladder
143,jhu-usc.edu_BLCA.HumanMethylation450.2.lvl-3.TCGA-DK-A1AF-01A-11D-A13Z-05.gdc_hg38.txt,Bladder
144,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-4Z-AA80-01A-11D-A392-05.gdc_hg38.txt,Bladder
145,jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-GC-A3RC-01A-11D-A231-05.gdc_hg38.txt,Bladder
146,jhu-usc.edu_BLCA.HumanMethylation450.2.lvl-3.TCGA-CF-A1HS-01A-11D-A13Z-05.gdc_hg38.txt,Bladder
147,jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-FD-A3SR-01A-11D-A231-05.gdc_hg38.txt,Bladder
148,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-ZF-AA4V-01A-11D-A38H-05.gdc_hg38.txt,Bladder
149,jhu-usc.edu_BLCA.HumanMethylation450.1.lvl-3.TCGA-C4-A0EZ-01A-21D-A10W-05.gdc_hg38.txt,Bladder
150,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-AAN3-01A-11D-A42F-05.gdc_hg38.txt,Bladder
151,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-G2-AA3D-01A-11D-A392-05.gdc_hg38.txt,Bladder
152,jhu-usc.edu_BLCA.HumanMethylation450.13.lvl-3.TCGA-FD-A43X-01A-11D-A23V-05.gdc_hg38.txt,Bladder
153,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-4Z-AA7Q-01A-11D-A392-05.gdc_hg38.txt,Bladder
154,jhu-usc.edu_BLCA.HumanMethylation450.3.lvl-3.TCGA-BT-A20W-01A-21D-A14Z-05.gdc_hg38.txt,Bladder
155,jhu-usc.edu_BLCA.HumanMethylation450.1.lvl-3.TCGA-CU-A0YR-01A-12D-A10W-05.gdc_hg38.txt,Bladder
156,jhu-usc.edu_BLCA.HumanMethylation450.5.lvl-3.TCGA-G2-A2ES-01A-11D-A17Y-05.gdc_hg38.txt,Bladder
157,jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-FD-A6TA-01A-12D-A33I-05.gdc_hg38.txt,Bladder
158,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-A9SG-01A-12D-A42F-05.gdc_hg38.txt,Bladder
159,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-A9SV-01A-21D-A42F-05.gdc_hg38.txt,Bladder
160,jhu-usc.edu_BLCA.HumanMethylation450.5.lvl-3.TCGA-GD-A2C5-01A-12D-A17Y-05.gdc_hg38.txt,Bladder
161,jhu-usc.edu_BLCA.HumanMethylation450.4.lvl-3.TCGA-BT-A20X-01A-11D-A16P-05.gdc_hg38.txt,Bladder
162,jhu-usc.edu_BLCA.HumanMethylation450.16.lvl-3.TCGA-DK-A6B2-01A-11D-A30F-05.gdc_hg38.txt,Bladder
163,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-XF-A9SL-01A-11D-A392-05.gdc_hg38.txt,Bladder
164,jhu-usc.edu_BLCA.HumanMethylation450.8.lvl-3.TCGA-DK-A3IQ-01A-31D-A211-05.gdc_hg38.txt,Bladder
165,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-CF-A9FF-01A-11D-A38H-05.gdc_hg38.txt,Bladder
166,jhu-usc.edu_BLCA.HumanMethylation450.16.lvl-3.TCGA-FD-A62S-01A-11D-A30F-05.gdc_hg38.txt,Bladder
167,jhu-usc.edu_BLCA.HumanMethylation450.8.lvl-3.TCGA-G2-A3IB-01A-11D-A211-05.gdc_hg38.txt,Bladder
168,jhu-usc.edu_BLCA.HumanMethylation450.8.lvl-3.TCGA-CF-A3MG-01A-11D-A211-05.gdc_hg38.txt,Bladder
169,jhu-usc.edu_BLCA.HumanMethylation450.15.lvl-3.TCGA-FD-A5C1-01A-11D-A28N-05.gdc_hg38.txt,Bladder
170,jhu-usc.edu_BLCA.HumanMethylation450.7.lvl-3.TCGA-FT-A3EE-01A-11D-A203-05.gdc_hg38.txt,Bladder
171,jhu-usc.edu_BLCA.HumanMethylation450.4.lvl-3.TCGA-BT-A20R-01A-12D-A16P-05.gdc_hg38.txt,Bladder
172,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-AAN2-01A-11D-A42F-05.gdc_hg38.txt,Bladder
173,jhu-usc.edu_BLCA.HumanMethylation450.2.lvl-3.TCGA-DK-A1AB-01A-11D-A13Z-05.gdc_hg38.txt,Bladder
174,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-ZF-A9R2-01A-11D-A392-05.gdc_hg38.txt,Bladder
175,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-AAN5-01A-11D-A42F-05.gdc_hg38.txt,Bladder
176,jhu-usc.edu_BLCA.HumanMethylation450.20.lvl-3.TCGA-E7-A7XN-01A-11D-A34V-05.gdc_hg38.txt,Bladder
177,jhu-usc.edu_BLCA.HumanMethylation450.5.lvl-3.TCGA-H4-A2HQ-01A-11D-A17Y-05.gdc_hg38.txt,Bladder
178,jhu-usc.edu_BLCA.HumanMethylation450.20.lvl-3.TCGA-E7-A6MD-01A-41D-A34V-05.gdc_hg38.txt,Bladder
179,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-DK-AA6Q-01A-11D-A392-05.gdc_hg38.txt,Bladder
180,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-5N-A9KI-01A-31D-A42F-05.gdc_hg38.txt,Bladder
181,jhu-usc.edu_BLCA.HumanMethylation450.20.lvl-3.TCGA-CF-A7I0-01A-22D-A34V-05.gdc_hg38.txt,Bladder
182,jhu-usc.edu_BLCA.HumanMethylation450.11.lvl-3.TCGA-GD-A3OS-01A-12D-A223-05.gdc_hg38.txt,Bladder
183,jhu-usc.edu_BLCA.HumanMethylation450.13.lvl-3.TCGA-CF-A47T-01A-11D-A23V-05.gdc_hg38.txt,Bladder
184,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-4Z-AA7S-01A-11D-A392-05.gdc_hg38.txt,Bladder
185,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-XF-A9T8-01A-11D-A392-05.gdc_hg38.txt,Bladder
