,File Name,File ID,Sample ID,Sample Type,Primary Site,Site Code
18,jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-KQ-A41Q-01A-11D-A33I-05.gdc_hg38.txt,fa282c09-8162-43b9-a620-a71b5a27fb45,TCGA-KQ-A41Q-01A,Primary Tumor,bladder,2
19,jhu-usc.edu_BLCA.HumanMethylation450.10.lvl-3.TCGA-DK-A3IV-01A-22D-A21B-05.gdc_hg38.txt,84f16c02-6de2-4e9d-a440-3c8510fce273,TCGA-DK-A3IV-01A,Primary Tumor,bladder,2
20,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-UY-A9PE-01A-11D-A38H-05.gdc_hg38.txt,a650f832-8413-4361-aecd-ba6b0bb86552,TCGA-UY-A9PE-01A,Primary Tumor,bladder,2
21,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-DK-AA74-01A-11D-A392-05.gdc_hg38.txt,27bd57e6-3ddc-4c37-b154-66ef969de632,TCGA-DK-AA74-01A,Primary Tumor,bladder,2
22,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-ZF-AA52-01A-12D-A392-05.gdc_hg38.txt,6d6defd1-de1d-410a-818a-d7fcf0bd88c8,TCGA-ZF-AA52-01A,Primary Tumor,bladder,2
23,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-XF-A9SI-01A-11D-A392-05.gdc_hg38.txt,d21756e7-702d-4e4b-9d9a-5a12f61fbcad,TCGA-XF-A9SI-01A,Primary Tumor,bladder,2
24,jhu-usc.edu_BLCA.HumanMethylation450.23.lvl-3.TCGA-XF-A8HG-01A-11D-A365-05.gdc_hg38.txt,c73e1c92-783f-4391-9de9-47dd097bec65,TCGA-XF-A8HG-01A,Primary Tumor,bladder,2
25,jhu-usc.edu_BLCA.HumanMethylation450.13.lvl-3.TCGA-BT-A42E-01A-11D-A23V-05.gdc_hg38.txt,1a5a3b98-aeb0-44d6-8f6a-91316ad64ca4,TCGA-BT-A42E-01A,Primary Tumor,bladder,2
26,jhu-usc.edu_BLCA.HumanMethylation450.12.lvl-3.TCGA-BT-A42C-01A-11D-A23O-05.gdc_hg38.txt,adc40e5d-9b5b-4d9a-9fd7-251a70a54bb2,TCGA-BT-A42C-01A,Primary Tumor,bladder,2
27,jhu-usc.edu_BLCA.HumanMethylation450.14.lvl-3.TCGA-FJ-A3Z9-01A-11D-A26N-05.gdc_hg38.txt,6aaef212-6830-4969-9547-92676755cfed,TCGA-FJ-A3Z9-01A,Primary Tumor,bladder,2
28,jhu-usc.edu_BLCA.HumanMethylation450.2.lvl-3.TCGA-DK-A1AG-01A-11D-A13Z-05.gdc_hg38.txt,2c8dfa94-bf34-48d2-8f23-030d84648ce1,TCGA-DK-A1AG-01A,Primary Tumor,bladder,2
29,jhu-usc.edu_BLCA.HumanMethylation450.7.lvl-3.TCGA-HQ-A2OE-01A-11D-A203-05.gdc_hg38.txt,9f4805bd-38f2-4975-a870-b1c56f8cf563,TCGA-HQ-A2OE-01A,Primary Tumor,bladder,2
30,jhu-usc.edu_BLCA.HumanMethylation450.18.lvl-3.TCGA-E7-A6MF-01A-12D-A32C-05.gdc_hg38.txt,115d69e9-8d7a-49b3-99b1-faab65d42ecc,TCGA-E7-A6MF-01A,Primary Tumor,bladder,2
31,jhu-usc.edu_BLCA.HumanMethylation450.2.lvl-3.TCGA-DK-A1AA-01A-11D-A13Z-05.gdc_hg38.txt,6a6e89c3-05e1-479f-80cf-403953a2c161,TCGA-DK-A1AA-01A,Primary Tumor,bladder,2
32,jhu-usc.edu_BLCA.HumanMethylation450.20.lvl-3.TCGA-E7-A7PW-01A-11D-A34V-05.gdc_hg38.txt,131cfad9-90f9-4bc0-a7ac-0fa7730ede34,TCGA-E7-A7PW-01A,Primary Tumor,bladder,2
33,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-ZF-A9RG-01A-21D-A42F-05.gdc_hg38.txt,5291a867-0796-46f2-a2c1-aa9797ee786a,TCGA-ZF-A9RG-01A,Primary Tumor,bladder,2
34,jhu-usc.edu_BLCA.HumanMethylation450.1.lvl-3.TCGA-BL-A13J-01B-04D-A276-05.gdc_hg38.txt,8e2df3f9-f647-4438-b4a9-ac044f961d8c,TCGA-BL-A13J-01B,Primary Tumor,bladder,2
35,jhu-usc.edu_BLCA.HumanMethylation450.14.lvl-3.TCGA-E7-A4XJ-01A-11D-A26N-05.gdc_hg38.txt,c4c35624-423a-4411-b3ac-9d82f4a4dde0,TCGA-E7-A4XJ-01A,Primary Tumor,bladder,2
36,jhu-usc.edu_BLCA.HumanMethylation450.5.lvl-3.TCGA-DK-A2I2-01A-11D-A17Y-05.gdc_hg38.txt,059d70b2-e97a-4235-93b8-5823300b3260,TCGA-DK-A2I2-01A,Primary Tumor,bladder,2
37,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-AAMW-01A-11D-A42F-05.gdc_hg38.txt,002babbf-fae3-452e-b39b-e7e9823c48e6,TCGA-XF-AAMW-01A,Primary Tumor,bladder,2
38,jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-KQ-A41N-01A-11D-A33I-05.gdc_hg38.txt,3ac59e8d-a9f8-4d3c-91de-d73a26b6b73d,TCGA-KQ-A41N-01A,Primary Tumor,bladder,2
39,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-4Z-AA89-01A-11D-A392-05.gdc_hg38.txt,8e9dfd51-f4fc-4bb0-a1dc-34e82b44721d,TCGA-4Z-AA89-01A,Primary Tumor,bladder,2
40,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-DK-AA6W-01A-12D-A392-05.gdc_hg38.txt,1ca841ff-1ad5-44ae-9374-21d09d02f0ca,TCGA-DK-AA6W-01A,Primary Tumor,bladder,2
41,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-ZF-AA4X-01A-11D-A38H-05.gdc_hg38.txt,3a921fd8-3df6-45eb-acf1-c957b187a4bb,TCGA-ZF-AA4X-01A,Primary Tumor,bladder,2
42,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-DK-AA6L-01A-11D-A392-05.gdc_hg38.txt,b330d56e-abf4-4392-9837-e2959fa10bc6,TCGA-DK-AA6L-01A,Primary Tumor,bladder,2
43,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-ZF-AA4T-01A-11D-A38H-05.gdc_hg38.txt,4eebe95d-8c8c-4b81-864d-1a6324c88ee3,TCGA-ZF-AA4T-01A,Primary Tumor,bladder,2
44,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-UY-A9PD-01A-11D-A38H-05.gdc_hg38.txt,5424285a-c68f-4c32-bd51-da4139427dcb,TCGA-UY-A9PD-01A,Primary Tumor,bladder,2
45,jhu-usc.edu_BLCA.HumanMethylation450.14.lvl-3.TCGA-FD-A5BR-01A-11D-A26N-05.gdc_hg38.txt,097d6032-7656-4b05-a9ec-c98ac859ee9d,TCGA-FD-A5BR-01A,Primary Tumor,bladder,2
46,jhu-usc.edu_BLCA.HumanMethylation450.12.lvl-3.TCGA-K4-A3WU-01B-11D-A23O-05.gdc_hg38.txt,9510a240-000e-41e5-bdd7-47e8c46cd67e,TCGA-K4-A3WU-01B,Primary Tumor,bladder,2
47,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-2F-A9KP-01A-11D-A38H-05.gdc_hg38.txt,c3a666a2-2630-4d64-a59c-d47550a5c793,TCGA-2F-A9KP-01A,Primary Tumor,bladder,2
48,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-XF-A9SZ-01A-11D-A392-05.gdc_hg38.txt,dbb63fc2-c242-4b55-baab-f2ca4bc3104b,TCGA-XF-A9SZ-01A,Primary Tumor,bladder,2
49,jhu-usc.edu_BLCA.HumanMethylation450.16.lvl-3.TCGA-DK-A6AW-01A-11D-A30F-05.gdc_hg38.txt,134d8d5c-0efb-4583-b7ab-288727081e5b,TCGA-DK-A6AW-01A,Primary Tumor,bladder,2
50,jhu-usc.edu_BLCA.HumanMethylation450.13.lvl-3.TCGA-CF-A47V-01A-11D-A23V-05.gdc_hg38.txt,97169ca8-002e-495c-b2e4-87a58eeaa3d5,TCGA-CF-A47V-01A,Primary Tumor,bladder,2
51,jhu-usc.edu_BLCA.HumanMethylation450.13.lvl-3.TCGA-CF-A47S-01A-11D-A23V-05.gdc_hg38.txt,158f8e3a-6fd0-46d8-b69d-7f2936c3f2b0,TCGA-CF-A47S-01A,Primary Tumor,bladder,2
52,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-ZF-AA5P-01A-11D-A392-05.gdc_hg38.txt,87848d7b-cd24-4a0c-aace-824ad2445588,TCGA-ZF-AA5P-01A,Primary Tumor,bladder,2
53,jhu-usc.edu_BLCA.HumanMethylation450.16.lvl-3.TCGA-DK-A6AV-01A-12D-A30F-05.gdc_hg38.txt,3961ba2e-6bf6-4676-8bd9-d6e632a22506,TCGA-DK-A6AV-01A,Primary Tumor,bladder,2
54,jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-GC-A3WC-01A-31D-A231-05.gdc_hg38.txt,e84b6a76-68a7-4c36-b78a-da5f276f46eb,TCGA-GC-A3WC-01A,Primary Tumor,bladder,2
55,jhu-usc.edu_BLCA.HumanMethylation450.8.lvl-3.TCGA-CF-A3MI-01A-11D-A211-05.gdc_hg38.txt,77c392af-098b-47f6-8c17-b24398ef56a5,TCGA-CF-A3MI-01A,Primary Tumor,bladder,2
56,jhu-usc.edu_BLCA.HumanMethylation450.11.lvl-3.TCGA-GV-A3QH-01A-11D-A223-05.gdc_hg38.txt,bdaa4d95-5d3b-46fe-9a82-54230aa16ba3,TCGA-GV-A3QH-01A,Primary Tumor,bladder,2
57,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-AAME-01A-12D-A42F-05.gdc_hg38.txt,2d54acf7-5446-44d8-ad03-91623379e530,TCGA-XF-AAME-01A,Primary Tumor,bladder,2
58,jhu-usc.edu_BLCA.HumanMethylation450.17.lvl-3.TCGA-GC-A6I1-01A-12D-A31M-05.gdc_hg38.txt,7aaa965a-0866-43ff-8f44-c4ff84f2ee68,TCGA-GC-A6I1-01A,Primary Tumor,bladder,2
59,jhu-usc.edu_BLCA.HumanMethylation450.12.lvl-3.TCGA-GC-A3YS-01A-11D-A23O-05.gdc_hg38.txt,85d801f0-74fb-4611-88ce-b0e55591ffe4,TCGA-GC-A3YS-01A,Primary Tumor,bladder,2
60,jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-CU-A72E-01A-12D-A33I-05.gdc_hg38.txt,08657a16-22a8-4674-b1ea-d395a2dd1929,TCGA-CU-A72E-01A,Primary Tumor,bladder,2
61,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-YC-A8S6-01A-31D-A38H-05.gdc_hg38.txt,c024acf9-8299-4147-b563-8bb78ca6ed68,TCGA-YC-A8S6-01A,Primary Tumor,bladder,2
62,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-G2-AA3F-01A-12D-A42F-05.gdc_hg38.txt,5bd6d0f7-cdef-47e8-9995-1cfad08bd103,TCGA-G2-AA3F-01A,Primary Tumor,bladder,2
63,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-A9T6-01A-11D-A42F-05.gdc_hg38.txt,2cd83be6-c2b7-4db6-a004-3c15fbd06503,TCGA-XF-A9T6-01A,Primary Tumor,bladder,2
64,jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-UY-A78L-01A-12D-A33I-05.gdc_hg38.txt,8f8c6a85-f699-404a-a89f-5d5c3874407d,TCGA-UY-A78L-01A,Primary Tumor,bladder,2
65,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-4Z-AA82-01A-11D-A392-05.gdc_hg38.txt,90355dd1-c278-4afd-84a4-7929d1043983,TCGA-4Z-AA82-01A,Primary Tumor,bladder,2
66,jhu-usc.edu_BLCA.HumanMethylation450.23.lvl-3.TCGA-LT-A8JT-01A-11D-A365-05.gdc_hg38.txt,325ee70a-4190-4dc6-9fdc-c9aaae933bbf,TCGA-LT-A8JT-01A,Primary Tumor,bladder,2
67,jhu-usc.edu_BLCA.HumanMethylation450.17.lvl-3.TCGA-K4-A6FZ-01A-11D-A31M-05.gdc_hg38.txt,9ddca4bb-6ddd-42f1-9f83-d7673b657c2f,TCGA-K4-A6FZ-01A,Primary Tumor,bladder,2
68,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-ZF-A9R5-01A-12D-A42F-05.gdc_hg38.txt,422613ad-8fc9-448a-a4f3-bce89920da55,TCGA-ZF-A9R5-01A,Primary Tumor,bladder,2
69,jhu-usc.edu_BLCA.HumanMethylation450.1.lvl-3.TCGA-BL-A0C8-01A-11D-A10W-05.gdc_hg38.txt,f0aa1e07-3c84-4ace-a078-e398c21ab1fc,TCGA-BL-A0C8-01A,Primary Tumor,bladder,2
70,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-UY-A9PA-01A-11D-A38H-05.gdc_hg38.txt,96297b58-a13c-4ed5-a9dd-3187519d448e,TCGA-UY-A9PA-01A,Primary Tumor,bladder,2
71,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-XF-A9SJ-01A-11D-A392-05.gdc_hg38.txt,1d574708-bed0-4a29-8e89-a7c23da3bd08,TCGA-XF-A9SJ-01A,Primary Tumor,bladder,2
72,jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-G2-A3VY-01A-11D-A231-05.gdc_hg38.txt,60d70900-f4cf-425d-9610-74751a30075e,TCGA-G2-A3VY-01A,Primary Tumor,bladder,2
73,jhu-usc.edu_BLCA.HumanMethylation450.3.lvl-3.TCGA-BT-A20N-01A-11D-A14Z-05.gdc_hg38.txt,05d338b1-87a4-48fd-8d24-553825a7f05e,TCGA-BT-A20N-01A,Primary Tumor,bladder,2
74,jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-KQ-A41P-01A-12D-A33I-05.gdc_hg38.txt,f4bc10c6-6e40-4887-addd-78d15b4985d8,TCGA-KQ-A41P-01A,Primary Tumor,bladder,2
75,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-AAN4-01A-11D-A42F-05.gdc_hg38.txt,5c308637-8b59-4f9d-b632-84b2e276d16e,TCGA-XF-AAN4-01A,Primary Tumor,bladder,2
76,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-AAMJ-01A-11D-A42F-05.gdc_hg38.txt,51ee451c-0fc7-418e-9e5c-1026a17ec1f9,TCGA-XF-AAMJ-01A,Primary Tumor,bladder,2
77,jhu-usc.edu_BLCA.HumanMethylation450.13.lvl-3.TCGA-CF-A47Y-01A-11D-A23V-05.gdc_hg38.txt,169a5b87-0dfa-4ec4-b462-362257a1e477,TCGA-CF-A47Y-01A,Primary Tumor,bladder,2
78,jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-FD-A6TC-01A-21D-A33I-05.gdc_hg38.txt,12b7c218-6708-470e-b2a1-3f96de6e3332,TCGA-FD-A6TC-01A,Primary Tumor,bladder,2
79,jhu-usc.edu_BLCA.HumanMethylation450.15.lvl-3.TCGA-K4-A4AB-01B-12D-A28N-05.gdc_hg38.txt,a810ec50-42ef-45f4-82f9-a972cbd1e8aa,TCGA-K4-A4AB-01B,Primary Tumor,bladder,2
80,jhu-usc.edu_BLCA.HumanMethylation450.15.lvl-3.TCGA-FD-A5BZ-01A-11D-A28N-05.gdc_hg38.txt,7cfe79f4-7d88-4add-9f7d-ba76b47c3f33,TCGA-FD-A5BZ-01A,Primary Tumor,bladder,2
81,jhu-usc.edu_BLCA.HumanMethylation450.15.lvl-3.TCGA-HQ-A5NE-01A-12D-A28N-05.gdc_hg38.txt,80742735-fee4-4d19-b8e8-9d15c0ef39b2,TCGA-HQ-A5NE-01A,Primary Tumor,bladder,2
82,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-YF-AA3M-01A-11D-A42F-05.gdc_hg38.txt,a4ddac35-5dbf-4e68-87c6-87526433ab2f,TCGA-YF-AA3M-01A,Primary Tumor,bladder,2
83,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-DK-AA75-01A-11D-A392-05.gdc_hg38.txt,cd39704d-9f93-4f6f-b504-76b13eb5bd8d,TCGA-DK-AA75-01A,Primary Tumor,bladder,2
84,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-A9SW-01A-11D-A42F-05.gdc_hg38.txt,c9e0ba17-6a5f-412a-b2b3-d5bc19a2f5e6,TCGA-XF-A9SW-01A,Primary Tumor,bladder,2
85,jhu-usc.edu_BLCA.HumanMethylation450.15.lvl-3.TCGA-K4-A5RI-01A-11D-A28N-05.gdc_hg38.txt,c8b0e8bf-bb9a-46ed-abb7-f2d84df82748,TCGA-K4-A5RI-01A,Primary Tumor,bladder,2
86,jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-FD-A3SL-01A-21D-A231-05.gdc_hg38.txt,d7944483-7d7b-4841-ac51-47b5d60bda0c,TCGA-FD-A3SL-01A,Primary Tumor,bladder,2
87,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-E7-A97P-01A-11D-A38H-05.gdc_hg38.txt,c32009ab-b3ff-48b1-9844-0e89de376b4b,TCGA-E7-A97P-01A,Primary Tumor,bladder,2
88,jhu-usc.edu_BLCA.HumanMethylation450.8.lvl-3.TCGA-GV-A3JW-01A-11D-A211-05.gdc_hg38.txt,1ba142f2-0512-42b5-9191-8187fb6f6f6f,TCGA-GV-A3JW-01A,Primary Tumor,bladder,2
89,jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-CU-A3YL-01A-11D-A231-05.gdc_hg38.txt,f6e6cf6b-959d-4e9c-8a24-18a0701d92b0,TCGA-CU-A3YL-01A,Primary Tumor,bladder,2
90,jhu-usc.edu_BLCA.HumanMethylation450.11.lvl-3.TCGA-GV-A3JV-01A-11D-A223-05.gdc_hg38.txt,dcf0991f-af02-4733-895b-cc61eb02a0cd,TCGA-GV-A3JV-01A,Primary Tumor,bladder,2
91,jhu-usc.edu_BLCA.HumanMethylation450.1.lvl-3.TCGA-CU-A0YO-01A-11D-A10W-05.gdc_hg38.txt,f53ab2f4-1fbb-4395-ad80-4e35445a3787,TCGA-CU-A0YO-01A,Primary Tumor,bladder,2
92,jhu-usc.edu_BLCA.HumanMethylation450.10.lvl-3.TCGA-DK-A3IK-01A-32D-A21B-05.gdc_hg38.txt,197f8e00-a230-461f-9623-58219cfdddde,TCGA-DK-A3IK-01A,Primary Tumor,bladder,2
93,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-DK-AA6T-01A-11D-A392-05.gdc_hg38.txt,4f0fcac7-8df4-4f35-9187-eff3a8f6de4d,TCGA-DK-AA6T-01A,Primary Tumor,bladder,2
94,jhu-usc.edu_BLCA.HumanMethylation450.20.lvl-3.TCGA-GU-A764-01A-11D-A34V-05.gdc_hg38.txt,65b1be1b-e640-4f7e-a773-3769373374ba,TCGA-GU-A764-01A,Primary Tumor,bladder,2
95,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-ZF-AA51-01A-21D-A392-05.gdc_hg38.txt,fc70e3c0-1a67-4395-b6ab-4eb5bb557245,TCGA-ZF-AA51-01A,Primary Tumor,bladder,2
96,jhu-usc.edu_BLCA.HumanMethylation450.15.lvl-3.TCGA-E7-A5KE-01A-11D-A28N-05.gdc_hg38.txt,f3fd3c13-a898-46d3-aef2-71cdb4985c5b,TCGA-E7-A5KE-01A,Primary Tumor,bladder,2
97,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-XF-A8HI-01A-11D-A38H-05.gdc_hg38.txt,4cb8f4b2-98af-4d4a-ab14-d6a39703a359,TCGA-XF-A8HI-01A,Primary Tumor,bladder,2
98,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-XF-A9T4-01A-11D-A392-05.gdc_hg38.txt,4826b9cd-66f3-49a5-b290-195d171d3c49,TCGA-XF-A9T4-01A,Primary Tumor,bladder,2
99,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-4Z-AA7M-01A-11D-A392-05.gdc_hg38.txt,e702c95b-8c37-4eb9-b2f8-58c649c6d4a8,TCGA-4Z-AA7M-01A,Primary Tumor,bladder,2
100,jhu-usc.edu_BLCA.HumanMethylation450.14.lvl-3.TCGA-K4-A54R-11A-11D-A26N-05.gdc_hg38.txt,12d47759-32d2-4ec8-977b-90cc913ead20,TCGA-K4-A54R-11A,Solid Tissue Normal,bladder,2
101,jhu-usc.edu_BLCA.HumanMethylation450.4.lvl-3.TCGA-BT-A20X-11A-12D-A16P-05.gdc_hg38.txt,0ecc349d-32ac-4fa2-90b2-395b83245d68,TCGA-BT-A20X-11A,Solid Tissue Normal,bladder,2
102,jhu-usc.edu_BLCA.HumanMethylation450.11.lvl-3.TCGA-GD-A3OQ-11A-21D-A223-05.gdc_hg38.txt,f2cce1d4-1491-4b5e-80cb-ae27fef2f3ac,TCGA-GD-A3OQ-11A,Solid Tissue Normal,bladder,2
103,jhu-usc.edu_BLCA.HumanMethylation450.15.lvl-3.TCGA-K4-A5RJ-01A-11D-A28N-05.gdc_hg38.txt,3f2409ee-c395-4ca4-869d-e407f5ef0a5c,TCGA-K4-A5RJ-01A,Primary Tumor,bladder,2
104,jhu-usc.edu_BLCA.HumanMethylation450.10.lvl-3.TCGA-CF-A3MF-01A-12D-A21B-05.gdc_hg38.txt,32fa822a-ab1d-4b85-84d4-88b6549c0059,TCGA-CF-A3MF-01A,Primary Tumor,bladder,2
105,jhu-usc.edu_BLCA.HumanMethylation450.11.lvl-3.TCGA-GV-A3QI-01A-11D-A223-05.gdc_hg38.txt,57d5b915-e9c2-45d8-966a-ebd742363b60,TCGA-GV-A3QI-01A,Primary Tumor,bladder,2
106,jhu-usc.edu_BLCA.HumanMethylation450.17.lvl-3.TCGA-DK-A6B5-01A-11D-A31M-05.gdc_hg38.txt,5cc295c4-2ff6-4c4a-88b0-a2839c5cde89,TCGA-DK-A6B5-01A,Primary Tumor,bladder,2
107,jhu-usc.edu_BLCA.HumanMethylation450.23.lvl-3.TCGA-XF-A8HC-01A-11D-A365-05.gdc_hg38.txt,5751290f-1bfd-410f-8526-5d38cce7a72e,TCGA-XF-A8HC-01A,Primary Tumor,bladder,2
108,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-YC-A9TC-01A-22D-A392-05.gdc_hg38.txt,a20b0737-d3df-4ff9-9772-427541f1ff11,TCGA-YC-A9TC-01A,Primary Tumor,bladder,2
