,Sample,Label
27,jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-CJ-4869-11A-01D-1424-05.gdc_hg38.txt,11
28,jhu-usc.edu_BRCA.HumanMethylation450.29.lvl-3.TCGA-LL-A5YL-01A-12D-A29O-05.gdc_hg38.txt,2
29,jhu-usc.edu_THCA.HumanMethylation450.4.lvl-3.TCGA-ET-A25M-01A-11D-A16P-05.gdc_hg38.txt,10
30,jhu-usc.edu_KIRP.HumanMethylation450.14.lvl-3.TCGA-UZ-A9PJ-01A-11D-A383-05.gdc_hg38.txt,6
31,jhu-usc.edu_CHOL.HumanMethylation450.1.lvl-3.TCGA-ZU-A8S4-01A-11D-A418-05.gdc_hg38.txt,7
32,jhu-usc.edu_LUSC.HumanMethylation450.2.lvl-3.TCGA-39-5037-01A-01D-1440-05.gdc_hg38.txt,3
33,jhu-usc.edu_STAD.HumanMethylation450.1.lvl-3.TCGA-CD-5798-01A-11D-1601-05.gdc_hg38.txt,9
34,jhu-usc.edu_PRAD.HumanMethylation450.18.lvl-3.TCGA-V1-A9OQ-01A-11D-A41L-05.gdc_hg38.txt,8
35,jhu-usc.edu_KIRP.HumanMethylation450.3.lvl-3.TCGA-A4-7828-01A-11D-2137-05.gdc_hg38.txt,6
36,jhu-usc.edu_PRAD.HumanMethylation450.10.lvl-3.TCGA-J4-A67L-01A-11D-A30F-05.gdc_hg38.txt,8
37,jhu-usc.edu_CESC.HumanMethylation450.6.lvl-3.TCGA-EA-A3HS-01A-11D-A212-05.gdc_hg38.txt,4
38,jhu-usc.edu_CESC.HumanMethylation450.5.lvl-3.TCGA-EK-A2R9-01A-11D-A18K-05.gdc_hg38.txt,4
39,jhu-usc.edu_STAD.HumanMethylation450.9.lvl-3.TCGA-HU-A4GN-01A-11D-A254-05.gdc_hg38.txt,9
40,jhu-usc.edu_STAD.HumanMethylation450.12.lvl-3.TCGA-IN-A6RO-01A-12D-A33U-05.gdc_hg38.txt,9
41,jhu-usc.edu_LGG.HumanMethylation450.6.lvl-3.TCGA-HT-7693-01A-11D-2254-05.gdc_hg38.txt,1
42,jhu-usc.edu_LGG.HumanMethylation450.5.lvl-3.TCGA-HT-7610-01A-21D-2087-05.gdc_hg38.txt,1
43,jhu-usc.edu_BLCA.HumanMethylation450.6.lvl-3.TCGA-BT-A2LB-01A-11D-A18G-05.gdc_hg38.txt,0
44,jhu-usc.edu_LIHC.HumanMethylation450.1.lvl-3.TCGA-DD-A11D-11A-12D-A132-05.gdc_hg38.txt,11
45,jhu-usc.edu_KIRP.HumanMethylation450.5.lvl-3.TCGA-A4-8310-01A-11D-2399-05.gdc_hg38.txt,6
46,jhu-usc.edu_KIRP.HumanMethylation450.15.lvl-3.TCGA-2Z-A9J8-01A-11D-A42K-05.gdc_hg38.txt,6
47,jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-HC-7738-01A-11D-2116-05.gdc_hg38.txt,8
48,jhu-usc.edu_PRAD.HumanMethylation450.10.lvl-3.TCGA-J4-A67Q-01A-21D-A30F-05.gdc_hg38.txt,8
49,jhu-usc.edu_LIHC.HumanMethylation450.19.lvl-3.TCGA-DD-AAVQ-01A-11D-A40S-05.gdc_hg38.txt,7
50,jhu-usc.edu_BLCA.HumanMethylation450.15.lvl-3.TCGA-FD-A5BY-01A-31D-A28N-05.gdc_hg38.txt,0
51,jhu-usc.edu_LGG.HumanMethylation450.4.lvl-3.TCGA-HT-7479-01A-11D-2025-05.gdc_hg38.txt,1
52,jhu-usc.edu_LGG.HumanMethylation450.16.lvl-3.TCGA-RY-A847-01A-11D-A368-05.gdc_hg38.txt,1
53,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-DK-AA6P-01A-11D-A392-05.gdc_hg38.txt,0
54,jhu-usc.edu_KIRC.HumanMethylation450.5.lvl-3.TCGA-B8-5549-01A-01D-1536-05.gdc_hg38.txt,6
55,jhu-usc.edu_DLBC.HumanMethylation450.5.lvl-3.TCGA-RQ-AAAT-01A-11D-A39G-05.gdc_hg38.txt,1
56,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-3.TCGA-EW-A424-01A-11D-A244-05.gdc_hg38.txt,2
57,jhu-usc.edu_PRAD.HumanMethylation450.18.lvl-3.TCGA-ZG-A9MC-01A-31D-A41L-05.gdc_hg38.txt,8
58,jhu-usc.edu_KIRC.HumanMethylation450.1.lvl-3.TCGA-B0-4824-11A-01D-1275-05.gdc_hg38.txt,11
59,jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-EJ-7331-01A-11D-2116-05.gdc_hg38.txt,8
60,jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-HC-7745-01A-11D-2116-05.gdc_hg38.txt,8
61,jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-E7-A3X6-01A-12D-A231-05.gdc_hg38.txt,0
62,jhu-usc.edu_BLCA.HumanMethylation450.2.lvl-3.TCGA-DK-A1A6-01A-11D-A13Z-05.gdc_hg38.txt,0
63,jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-A3-3357-01A-02D-1418-05.gdc_hg38.txt,6
64,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-3.TCGA-BH-A28O-01A-11D-A22B-05.gdc_hg38.txt,2
65,jhu-usc.edu_PRAD.HumanMethylation450.1.lvl-3.TCGA-CH-5765-01A-11D-1578-05.gdc_hg38.txt,8
66,jhu-usc.edu_BRCA.HumanMethylation450.4.lvl-3.TCGA-A8-A075-01A-11D-A10P-05.gdc_hg38.txt,2
67,jhu-usc.edu_THCA.HumanMethylation450.8.lvl-3.TCGA-BJ-A3EZ-01A-11D-A203-05.gdc_hg38.txt,10
68,jhu-usc.edu_KIRC.HumanMethylation450.9.lvl-3.TCGA-A3-A6NI-01A-11D-A33L-05.gdc_hg38.txt,6
69,jhu-usc.edu_BRCA.HumanMethylation450.11.lvl-3.TCGA-E9-A1ND-01A-11D-A145-05.gdc_hg38.txt,2
70,jhu-usc.edu_THCA.HumanMethylation450.12.lvl-3.TCGA-DJ-A13L-01A-11D-A223-05.gdc_hg38.txt,10
71,jhu-usc.edu_LUAD.HumanMethylation450.16.lvl-3.TCGA-MP-A4TE-01A-22D-A25R-05.gdc_hg38.txt,3
72,jhu-usc.edu_LIHC.HumanMethylation450.13.lvl-3.TCGA-UB-A7MA-01A-11D-A341-05.gdc_hg38.txt,7
73,jhu-usc.edu_BRCA.HumanMethylation450.13.lvl-3.TCGA-E9-A1NE-01A-21D-A14N-05.gdc_hg38.txt,2
74,jhu-usc.edu_KIRP.HumanMethylation450.2.lvl-3.TCGA-G7-6789-01A-11D-1963-05.gdc_hg38.txt,6
75,jhu-usc.edu_BRCA.HumanMethylation450.6.lvl-3.TCGA-E2-A10E-01A-21D-A10N-05.gdc_hg38.txt,2
76,jhu-usc.edu_STAD.HumanMethylation450.9.lvl-3.TCGA-BR-A4J2-01A-21D-A254-05.gdc_hg38.txt,9
77,jhu-usc.edu_KIRC.HumanMethylation450.6.lvl-3.TCGA-B0-5712-11A-01D-1670-05.gdc_hg38.txt,11
78,jhu-usc.edu_LUSC.HumanMethylation450.6.lvl-3.TCGA-51-6867-01A-11D-2043-05.gdc_hg38.txt,3
79,jhu-usc.edu_LIHC.HumanMethylation450.19.lvl-3.TCGA-DD-AAW1-01A-11D-A40X-05.gdc_hg38.txt,7
80,jhu-usc.edu_UCEC.HumanMethylation450.2.lvl-3.TCGA-BS-A0U9-01B-21D-A10N-05.gdc_hg38.txt,5
81,jhu-usc.edu_LUSC.HumanMethylation450.3.lvl-3.TCGA-34-5234-01A-01D-1633-05.gdc_hg38.txt,3
82,jhu-usc.edu_STAD.HumanMethylation450.16.lvl-3.TCGA-VQ-AA6F-01A-31D-A411-05.gdc_hg38.txt,9
83,jhu-usc.edu_LUAD.HumanMethylation450.1.lvl-3.TCGA-44-2655-11A-01D-1551-05.gdc_hg38.txt,11
84,jhu-usc.edu_STAD.HumanMethylation450.9.lvl-3.TCGA-BR-A4IZ-01A-32D-A254-05.gdc_hg38.txt,9
85,jhu-usc.edu_PRAD.HumanMethylation450.2.lvl-3.TCGA-G9-6336-01A-11D-1787-05.gdc_hg38.txt,8
86,jhu-usc.edu_LUSC.HumanMethylation450.6.lvl-3.TCGA-77-7139-01A-11D-2043-05.gdc_hg38.txt,3
87,jhu-usc.edu_UCEC.HumanMethylation450.3.lvl-3.TCGA-BK-A0CA-01B-02D-A27B-05.gdc_hg38.txt,5
88,jhu-usc.edu_KIRC.HumanMethylation450.1.lvl-3.TCGA-B0-4845-01A-01D-1275-05.gdc_hg38.txt,6
89,jhu-usc.edu_STAD.HumanMethylation450.7.lvl-3.TCGA-BR-8690-01A-11D-2398-05.gdc_hg38.txt,9
90,jhu-usc.edu_LUAD.HumanMethylation450.16.lvl-3.TCGA-O1-A52J-01A-11D-A25R-05.gdc_hg38.txt,3
91,jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-BP-5185-11A-01D-1424-05.gdc_hg38.txt,11
92,jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-EJ-7788-01A-11D-2116-05.gdc_hg38.txt,8
93,jhu-usc.edu_LIHC.HumanMethylation450.10.lvl-3.TCGA-DD-A4NR-01A-11D-A30Y-05.gdc_hg38.txt,7
94,jhu-usc.edu_BRCA.HumanMethylation450.35.lvl-3.TCGA-C8-A9FZ-01A-11D-A41Q-05.gdc_hg38.txt,2
95,jhu-usc.edu_BLCA.HumanMethylation450.20.lvl-3.TCGA-UY-A78M-01A-21D-A34V-05.gdc_hg38.txt,0
96,jhu-usc.edu_STAD.HumanMethylation450.2.lvl-3.TCGA-CG-4437-01A-01D-1801-05.gdc_hg38.txt,9
97,jhu-usc.edu_BRCA.HumanMethylation450.33.lvl-3.TCGA-BH-A8G0-01A-11D-A357-05.gdc_hg38.txt,2
98,jhu-usc.edu_LUSC.HumanMethylation450.16.lvl-3.TCGA-NC-A5HG-01A-11D-A26N-05.gdc_hg38.txt,3
99,jhu-usc.edu_CESC.HumanMethylation450.2.lvl-3.TCGA-EA-A1QT-01A-11D-A14Z-05.gdc_hg38.txt,4
100,jhu-usc.edu_THCA.HumanMethylation450.10.lvl-3.TCGA-DJ-A3V2-01A-11D-A231-05.gdc_hg38.txt,10
101,jhu-usc.edu_THCA.HumanMethylation450.13.lvl-3.TCGA-EL-A3T3-01A-11D-A22G-05.gdc_hg38.txt,10
102,jhu-usc.edu_BRCA.HumanMethylation450.32.lvl-3.TCGA-AC-A6IW-01A-12D-A33F-05.gdc_hg38.txt,2
103,jhu-usc.edu_BRCA.HumanMethylation450.29.lvl-3.TCGA-AC-A62Y-01A-11D-A29O-05.gdc_hg38.txt,2
104,jhu-usc.edu_BRCA.HumanMethylation450.20.lvl-3.TCGA-E2-A2P5-01A-11D-A19Z-05.gdc_hg38.txt,2
105,jhu-usc.edu_KIRP.HumanMethylation450.15.lvl-3.TCGA-P4-AAVL-01A-11D-A42K-05.gdc_hg38.txt,6
106,jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-BP-4770-11A-01D-1500-05.gdc_hg38.txt,11
107,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-3.TCGA-A2-A0CO-01A-13D-A22B-05.gdc_hg38.txt,2
108,jhu-usc.edu_BRCA.HumanMethylation450.8.lvl-3.TCGA-AR-A1AT-01A-11D-A12R-05.gdc_hg38.txt,2
109,jhu-usc.edu_UCEC.HumanMethylation450.16.lvl-3.TCGA-AJ-A3EL-01A-11D-A212-05.gdc_hg38.txt,5
110,jhu-usc.edu_THCA.HumanMethylation450.7.lvl-3.TCGA-FY-A2QD-01A-11D-A19K-05.gdc_hg38.txt,10
111,jhu-usc.edu_STAD.HumanMethylation450.6.lvl-3.TCGA-CD-8528-01A-11D-2342-05.gdc_hg38.txt,9
112,jhu-usc.edu_LGG.HumanMethylation450.15.lvl-3.TCGA-S9-A7J2-01A-11D-A34D-05.gdc_hg38.txt,1
113,jhu-usc.edu_STAD.HumanMethylation450.14.lvl-3.TCGA-VQ-A8P2-01A-11D-A365-05.gdc_hg38.txt,9
114,jhu-usc.edu_LIHC.HumanMethylation450.15.lvl-3.TCGA-4R-AA8I-01A-11D-A383-05.gdc_hg38.txt,7
115,jhu-usc.edu_LIHC.HumanMethylation450.19.lvl-3.TCGA-DD-AAE0-01A-11D-A40S-05.gdc_hg38.txt,7
116,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-3.TCGA-E9-A5UP-01A-11D-A28C-05.gdc_hg38.txt,2
117,jhu-usc.edu_LIHC.HumanMethylation450.18.lvl-3.TCGA-CC-A9FU-01A-11D-A36Y-05.gdc_hg38.txt,7
118,jhu-usc.edu_LGG.HumanMethylation450.4.lvl-3.TCGA-HT-7482-01A-11D-2025-05.gdc_hg38.txt,1
119,jhu-usc.edu_STAD.HumanMethylation450.9.lvl-3.TCGA-HU-A4GT-01A-21D-A254-05.gdc_hg38.txt,9
120,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-C8-A26Y-01A-11D-A16G-05.gdc_hg38.txt,2
121,jhu-usc.edu_LUSC.HumanMethylation450.2.lvl-3.TCGA-39-5029-01A-01D-1440-05.gdc_hg38.txt,3
122,jhu-usc.edu_LIHC.HumanMethylation450.1.lvl-3.TCGA-DD-A1EA-01A-11D-A132-05.gdc_hg38.txt,7
123,jhu-usc.edu_THCA.HumanMethylation450.16.lvl-3.TCGA-EM-A4FQ-01A-11D-A258-05.gdc_hg38.txt,10
124,jhu-usc.edu_BRCA.HumanMethylation450.8.lvl-3.TCGA-AR-A1AP-01A-11D-A12R-05.gdc_hg38.txt,2
125,jhu-usc.edu_LIHC.HumanMethylation450.13.lvl-3.TCGA-KR-A7K2-01A-12D-A341-05.gdc_hg38.txt,7
126,jhu-usc.edu_CESC.HumanMethylation450.19.lvl-3.TCGA-ZJ-AAXI-01A-11D-A42P-05.gdc_hg38.txt,4
127,jhu-usc.edu_KIRC.HumanMethylation450.5.lvl-3.TCGA-DV-5565-01A-01D-1536-05.gdc_hg38.txt,6
128,jhu-usc.edu_LGG.HumanMethylation450.3.lvl-3.TCGA-DU-5851-01A-13D-1894-05.gdc_hg38.txt,1
129,jhu-usc.edu_LIHC.HumanMethylation450.1.lvl-3.TCGA-DD-A1EF-11A-11D-A132-05.gdc_hg38.txt,11
130,jhu-usc.edu_LUSC.HumanMethylation450.12.lvl-3.TCGA-56-8628-01A-11D-2398-05.gdc_hg38.txt,3
131,jhu-usc.edu_PRAD.HumanMethylation450.15.lvl-3.TCGA-VP-A875-01A-31D-A34V-05.gdc_hg38.txt,8
132,jhu-usc.edu_LGG.HumanMethylation450.14.lvl-3.TCGA-TQ-A7RO-01A-11D-A33U-05.gdc_hg38.txt,1
133,jhu-usc.edu_LUAD.HumanMethylation450.3.lvl-3.TCGA-55-6543-01A-11D-1756-05.gdc_hg38.txt,3
134,jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-BP-5182-11A-01D-1424-05.gdc_hg38.txt,11
135,jhu-usc.edu_KIRP.HumanMethylation450.1.lvl-3.TCGA-BQ-5894-11A-01D-1590-05.gdc_hg38.txt,11
136,jhu-usc.edu_PRAD.HumanMethylation450.5.lvl-3.TCGA-G9-7523-01A-11D-2261-05.gdc_hg38.txt,8
137,jhu-usc.edu_LUSC.HumanMethylation450.4.lvl-3.TCGA-56-6546-01A-11D-1818-05.gdc_hg38.txt,3
138,jhu-usc.edu_LGG.HumanMethylation450.14.lvl-3.TCGA-S9-A6U5-01A-12D-A33U-05.gdc_hg38.txt,1
139,jhu-usc.edu_UCEC.HumanMethylation450.20.lvl-3.TCGA-PG-A6IB-01A-21D-A31V-05.gdc_hg38.txt,5
140,jhu-usc.edu_CESC.HumanMethylation450.11.lvl-3.TCGA-MY-A5BD-01A-11D-A26S-05.gdc_hg38.txt,4
141,jhu-usc.edu_BLCA.HumanMethylation450.1.lvl-3.TCGA-BL-A13J-01A-11D-A276-05.gdc_hg38.txt,0
142,jhu-usc.edu_KIRP.HumanMethylation450.12.lvl-3.TCGA-G7-A8LE-01A-11D-A369-05.gdc_hg38.txt,6
143,jhu-usc.edu_BRCA.HumanMethylation450.29.lvl-3.TCGA-E2-A56Z-01A-12D-A29O-05.gdc_hg38.txt,2
144,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A7-A26E-01B-06D-A27B-05.gdc_hg38.txt,2
145,jhu-usc.edu_CESC.HumanMethylation450.8.lvl-3.TCGA-EA-A3HT-01A-61D-A21R-05.gdc_hg38.txt,4
146,jhu-usc.edu_KIRC.HumanMethylation450.1.lvl-3.TCGA-B0-4819-01A-01D-1275-05.gdc_hg38.txt,6
147,jhu-usc.edu_LIHC.HumanMethylation450.19.lvl-3.TCGA-DD-AADY-01A-11D-A40S-05.gdc_hg38.txt,7
148,jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-BP-4795-11A-01D-1418-05.gdc_hg38.txt,11
149,jhu-usc.edu_LUAD.HumanMethylation450.8.lvl-3.TCGA-55-7815-01A-11D-2168-05.gdc_hg38.txt,3
150,jhu-usc.edu_LUAD.HumanMethylation450.8.lvl-3.TCGA-55-7907-01A-11D-2168-05.gdc_hg38.txt,3
151,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-AAMJ-01A-11D-A42F-05.gdc_hg38.txt,0
152,jhu-usc.edu_LIHC.HumanMethylation450.1.lvl-3.TCGA-BC-A110-11A-11D-A132-05.gdc_hg38.txt,11
153,jhu-usc.edu_LUAD.HumanMethylation450.11.lvl-3.TCGA-95-8039-01A-11D-2239-05.gdc_hg38.txt,3
154,jhu-usc.edu_BRCA.HumanMethylation450.19.lvl-3.TCGA-AR-A2LQ-01A-22D-A18O-05.gdc_hg38.txt,2
155,jhu-usc.edu_KIRP.HumanMethylation450.14.lvl-3.TCGA-UZ-A9PN-01A-11D-A383-05.gdc_hg38.txt,6
156,jhu-usc.edu_PRAD.HumanMethylation450.15.lvl-3.TCGA-VP-A87E-01A-31D-A34V-05.gdc_hg38.txt,8
157,jhu-usc.edu_KIRC.HumanMethylation450.5.lvl-3.TCGA-B0-5696-01A-11D-1536-05.gdc_hg38.txt,6
158,jhu-usc.edu_LGG.HumanMethylation450.13.lvl-3.TCGA-TM-A7C5-01A-11D-A32C-05.gdc_hg38.txt,1
159,jhu-usc.edu_LIHC.HumanMethylation450.19.lvl-3.TCGA-DD-AAVZ-01A-11D-A40S-05.gdc_hg38.txt,7
160,jhu-usc.edu_BLCA.HumanMethylation450.5.lvl-3.TCGA-H4-A2HO-01A-11D-A17Y-05.gdc_hg38.txt,0
161,jhu-usc.edu_THCA.HumanMethylation450.5.lvl-3.TCGA-EM-A22I-01A-11D-A17Y-05.gdc_hg38.txt,10
162,jhu-usc.edu_PRAD.HumanMethylation450.16.lvl-3.TCGA-VN-A88N-01A-11D-A365-05.gdc_hg38.txt,8
163,jhu-usc.edu_CESC.HumanMethylation450.12.lvl-3.TCGA-LP-A5U2-01A-11D-A28C-05.gdc_hg38.txt,4
164,jhu-usc.edu_THCA.HumanMethylation450.4.lvl-3.TCGA-GE-A2C6-01A-11D-A16P-05.gdc_hg38.txt,10
165,jhu-usc.edu_KIRP.HumanMethylation450.5.lvl-3.TCGA-IZ-8196-01A-11D-2399-05.gdc_hg38.txt,6
166,jhu-usc.edu_LUAD.HumanMethylation450.8.lvl-3.TCGA-55-7911-01A-11D-2168-05.gdc_hg38.txt,3
167,jhu-usc.edu_STAD.HumanMethylation450.7.lvl-3.TCGA-BR-8588-01A-11D-2398-05.gdc_hg38.txt,9
168,jhu-usc.edu_LGG.HumanMethylation450.13.lvl-3.TCGA-DU-A6S8-01A-12D-A32C-05.gdc_hg38.txt,1
169,jhu-usc.edu_CESC.HumanMethylation450.5.lvl-3.TCGA-EK-A2R8-01A-21D-A18K-05.gdc_hg38.txt,4
170,jhu-usc.edu_CESC.HumanMethylation450.18.lvl-3.TCGA-VS-A952-01A-11D-A388-05.gdc_hg38.txt,4
171,jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-BP-4795-01A-02D-1418-05.gdc_hg38.txt,6
172,jhu-usc.edu_CESC.HumanMethylation450.2.lvl-3.TCGA-BI-A20A-01A-11D-A14Z-05.gdc_hg38.txt,4
173,jhu-usc.edu_UCEC.HumanMethylation450.5.lvl-3.TCGA-AX-A1CF-01A-11D-A138-05.gdc_hg38.txt,5
174,jhu-usc.edu_LUAD.HumanMethylation450.13.lvl-3.TCGA-78-8655-01A-11D-2398-05.gdc_hg38.txt,3
175,jhu-usc.edu_LGG.HumanMethylation450.13.lvl-3.TCGA-R8-A6MK-01A-11D-A32C-05.gdc_hg38.txt,1
176,jhu-usc.edu_LUSC.HumanMethylation450.10.lvl-3.TCGA-85-8355-01A-11D-2294-05.gdc_hg38.txt,3
177,jhu-usc.edu_LUSC.HumanMethylation450.7.lvl-3.TCGA-43-7658-01A-11D-2123-05.gdc_hg38.txt,3
178,jhu-usc.edu_LIHC.HumanMethylation450.15.lvl-3.TCGA-2Y-A9H3-01A-11D-A383-05.gdc_hg38.txt,7
179,jhu-usc.edu_BRCA.HumanMethylation450.10.lvl-3.TCGA-A2-A1G4-01A-11D-A13K-05.gdc_hg38.txt,2
180,jhu-usc.edu_CESC.HumanMethylation450.6.lvl-3.TCGA-EK-A3GK-01A-11D-A212-05.gdc_hg38.txt,4
181,jhu-usc.edu_UCEC.HumanMethylation450.2.lvl-3.TCGA-BG-A0YV-01A-11D-A10N-05.gdc_hg38.txt,5
182,jhu-usc.edu_CESC.HumanMethylation450.5.lvl-3.TCGA-EK-A2RL-01A-11D-A18K-05.gdc_hg38.txt,4
183,jhu-usc.edu_UCEC.HumanMethylation450.17.lvl-3.TCGA-A5-A3LP-01A-11D-A22B-05.gdc_hg38.txt,5
184,jhu-usc.edu_BRCA.HumanMethylation450.19.lvl-3.TCGA-AR-A2LR-01A-12D-A18O-05.gdc_hg38.txt,2
185,jhu-usc.edu_BRCA.HumanMethylation450.32.lvl-3.TCGA-A7-A6VV-01A-22D-A33F-05.gdc_hg38.txt,2
186,jhu-usc.edu_UCEC.HumanMethylation450.15.lvl-3.TCGA-EO-A3B0-01A-12D-A19Z-05.gdc_hg38.txt,5
187,jhu-usc.edu_KIRP.HumanMethylation450.2.lvl-3.TCGA-GL-6846-11A-01D-1963-05.gdc_hg38.txt,11
188,jhu-usc.edu_UCEC.HumanMethylation450.15.lvl-3.TCGA-EO-A3AS-01A-11D-A19Z-05.gdc_hg38.txt,5
189,jhu-usc.edu_KIRC.HumanMethylation450.6.lvl-3.TCGA-CZ-5989-01A-11D-1670-05.gdc_hg38.txt,6
190,jhu-usc.edu_STAD.HumanMethylation450.7.lvl-3.TCGA-FP-8631-01A-11D-2398-05.gdc_hg38.txt,9
191,jhu-usc.edu_LIHC.HumanMethylation450.19.lvl-3.TCGA-DD-AAD1-01A-11D-A40S-05.gdc_hg38.txt,7
192,jhu-usc.edu_BRCA.HumanMethylation450.35.lvl-3.TCGA-LL-A9Q3-01A-11D-A41Q-05.gdc_hg38.txt,2
193,jhu-usc.edu_GBM.HumanMethylation450.8.lvl-3.TCGA-74-6584-01A-11D-1844-05.gdc_hg38.txt,1
194,jhu-usc.edu_THCA.HumanMethylation450.1.lvl-3.TCGA-BJ-A0ZH-01A-11D-A10W-05.gdc_hg38.txt,10
195,jhu-usc.edu_UCEC.HumanMethylation450.3.lvl-3.TCGA-B5-A11Q-01A-11D-A123-05.gdc_hg38.txt,5
196,jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1EV-01A-11D-A138-05.gdc_hg38.txt,2
197,jhu-usc.edu_STAD.HumanMethylation450.9.lvl-3.TCGA-HU-A4H5-01A-21D-A254-05.gdc_hg38.txt,9
